3.180000000000000000e+02,6.000000000000000000e+00,6.700000000000000178e+00,2.000000000000000000e+03,9.800000000000000000e+01,9.143900000000000000e+04,4.500000000000000000e+01,5.200000000000000178e+00,3.200000000000000178e+00,2.000000000000000000e+00,4.500000000000000000e+01,5.500000000000000000e+01,2.114350000000000000e+05,6.400000000000000000e+01,5.726249200000000000e+07,1.000000000000000000e+02
3.170000000000000000e+02,6.000000000000000000e+00,4.400000000000000355e+00,2.000000000000000000e+03,8.200000000000000000e+01,3.674000000000000000e+03,1.300000000000000000e+01,3.200000000000000178e+00,2.399999999999999911e+00,2.000000000000000000e+00,9.000000000000000000e+00,5.900000000000000000e+01,4.592000000000000000e+03,3.200000000000000000e+01,3.780907000000000000e+06,6.800000000000000000e+01
1.840000000000000000e+02,4.000000000000000000e+00,6.500000000000000000e+00,2.000000000000000000e+03,8.200000000000000000e+01,3.911500000000000000e+04,6.500000000000000000e+01,6.200000000000000178e+00,3.000000000000000000e+00,1.000000000000000000e+00,7.900000000000000000e+01,4.300000000000000000e+01,7.083900000000000000e+04,4.700000000000000000e+01,1.356063040000000000e+08,1.220000000000000000e+02
3.170000000000000000e+02,5.000000000000000000e+00,5.099999999999999645e+00,2.000000000000000000e+03,9.900000000000000000e+01,6.792600000000000000e+04,3.000000000000000000e+01,4.400000000000000355e+00,3.200000000000000178e+00,2.000000000000000000e+00,2.400000000000000000e+01,5.700000000000000000e+01,4.755570000000000000e+05,5.700000000000000000e+01,4.927340000000000000e+05,8.100000000000000000e+01
1.170000000000000000e+02,5.000000000000000000e+00,6.500000000000000000e+00,2.000000000000000000e+03,1.180000000000000000e+02,2.216760000000000000e+05,2.400000000000000000e+01,4.400000000000000355e+00,3.500000000000000000e+00,2.000000000000000000e+00,3.300000000000000000e+01,1.020000000000000000e+02,9.548450000000000000e+05,7.700000000000000000e+01,1.009787000000000000e+08,1.350000000000000000e+02
1.350000000000000000e+02,6.000000000000000000e+00,5.900000000000000355e+00,2.000000000000000000e+03,9.900000000000000000e+01,5.913900000000000000e+04,6.800000000000000000e+01,6.099999999999999645e+00,2.899999999999999911e+00,1.000000000000000000e+00,7.600000000000000000e+01,3.600000000000000000e+01,6.453800000000000000e+04,4.000000000000000000e+01,7.033425800000000000e+07,1.120000000000000000e+02
2.720000000000000000e+02,1.000000000000000000e+00,7.000000000000000000e+00,2.000000000000000000e+03,8.400000000000000000e+01,1.426770000000000000e+05,9.700000000000000000e+01,8.099999999999999645e+00,3.000000000000000000e+00,0.000000000000000000e+00,1.650000000000000000e+02,5.000000000000000000e+00,5.476430000000000000e+05,6.400000000000000000e+01,1.066043140000000000e+08,1.700000000000000000e+02
2.240000000000000000e+02,6.000000000000000000e+00,6.500000000000000000e+00,2.000000000000000000e+03,1.160000000000000000e+02,1.887280000000000000e+05,4.800000000000000000e+01,5.400000000000000355e+00,3.100000000000000089e+00,2.000000000000000000e+00,4.700000000000000000e+01,5.100000000000000000e+01,4.485900000000000000e+05,5.700000000000000000e+01,5.605250000000000000e+05,9.800000000000000000e+01
1.540000000000000000e+02,6.000000000000000000e+00,7.099999999999999645e+00,2.000000000000000000e+03,1.650000000000000000e+02,2.100490000000000000e+05,6.100000000000000000e+01,6.099999999999999645e+00,3.600000000000000089e+00,1.000000000000000000e+00,8.200000000000000000e+01,5.200000000000000000e+01,4.224510000000000000e+05,8.100000000000000000e+01,2.317507000000000000e+06,1.340000000000000000e+02
1.870000000000000000e+02,4.000000000000000000e+00,4.200000000000000178e+00,2.000000000000000000e+03,9.200000000000000000e+01,1.687200000000000000e+04,4.300000000000000000e+01,4.799999999999999822e+00,2.200000000000000178e+00,2.000000000000000000e+00,4.100000000000000000e+01,5.500000000000000000e+01,5.187200000000000000e+04,2.000000000000000000e+01,4.118400000000000000e+05,9.600000000000000000e+01
4.060000000000000000e+02,6.000000000000000000e+00,5.900000000000000355e+00,2.000000000000000000e+03,1.300000000000000000e+02,3.780000000000000000e+03,5.400000000000000000e+01,5.400000000000000355e+00,3.000000000000000000e+00,2.000000000000000000e+00,4.600000000000000000e+01,3.900000000000000000e+01,3.149000000000000000e+03,3.900000000000000000e+01,2.178448000000000000e+06,8.500000000000000000e+01
3.510000000000000000e+02,4.000000000000000000e+00,6.099999999999999645e+00,2.000000000000000000e+03,1.040000000000000000e+02,3.488100000000000000e+04,4.900000000000000000e+01,5.200000000000000178e+00,3.000000000000000000e+00,2.000000000000000000e+00,4.800000000000000000e+01,5.000000000000000000e+01,6.053500000000000000e+04,4.800000000000000000e+01,6.849338900000000000e+07,9.800000000000000000e+01
7.100000000000000000e+01,5.000000000000000000e+00,7.400000000000000355e+00,2.000000000000000000e+03,1.040000000000000000e+02,4.617140000000000000e+05,8.100000000000000000e+01,7.099999999999999645e+00,3.700000000000000178e+00,0.000000000000000000e+00,1.350000000000000000e+02,3.100000000000000000e+01,1.065406000000000000e+06,8.300000000000000000e+01,1.561648290000000000e+08,1.660000000000000000e+02
4.270000000000000000e+02,5.000000000000000000e+00,6.599999999999999645e+00,2.000000000000000000e+03,1.300000000000000000e+02,9.961500000000000000e+04,4.600000000000000000e+01,5.500000000000000000e+00,3.100000000000000089e+00,2.000000000000000000e+00,5.800000000000000000e+01,6.700000000000000000e+01,2.786760000000000000e+05,5.900000000000000000e+01,1.550185560000000000e+08,1.250000000000000000e+02
3.020000000000000000e+02,1.000000000000000000e+00,3.600000000000000089e+00,2.000000000000000000e+03,8.500000000000000000e+01,2.905000000000000000e+03,1.900000000000000000e+01,3.899999999999999911e+00,2.799999999999999822e+00,2.000000000000000000e+00,1.300000000000000000e+01,5.400000000000000000e+01,3.155000000000000000e+03,3.800000000000000000e+01,2.027042000000000000e+06,6.700000000000000000e+01
3.170000000000000000e+02,5.000000000000000000e+00,4.299999999999999822e+00,2.000000000000000000e+03,1.060000000000000000e+02,3.982900000000000000e+04,2.600000000000000000e+01,4.400000000000000355e+00,2.600000000000000089e+00,2.000000000000000000e+00,2.200000000000000000e+01,6.300000000000000000e+01,2.315440000000000000e+05,3.300000000000000000e+01,1.223853450000000000e+08,8.500000000000000000e+01
4.680000000000000000e+02,6.000000000000000000e+00,5.700000000000000178e+00,2.000000000000000000e+03,1.120000000000000000e+02,1.036950000000000000e+05,2.700000000000000000e+01,4.400000000000000355e+00,2.600000000000000089e+00,2.000000000000000000e+00,3.100000000000000000e+01,8.300000000000000000e+01,3.664820000000000000e+05,2.700000000000000000e+01,7.205530100000000000e+07,1.140000000000000000e+02
3.170000000000000000e+02,6.000000000000000000e+00,6.900000000000000355e+00,2.000000000000000000e+03,9.300000000000000000e+01,1.556400000000000000e+04,6.300000000000000000e+01,6.000000000000000000e+00,3.799999999999999822e+00,1.000000000000000000e+00,5.600000000000000000e+01,3.300000000000000000e+01,1.147600000000000000e+04,8.300000000000000000e+01,1.148397500000000000e+07,8.900000000000000000e+01
4.820000000000000000e+02,6.000000000000000000e+00,5.099999999999999645e+00,2.000000000000000000e+03,1.070000000000000000e+02,1.208400000000000000e+04,3.000000000000000000e+00,3.000000000000000000e+00,2.799999999999999822e+00,2.000000000000000000e+00,3.000000000000000000e+00,1.100000000000000000e+02,3.523000000000000000e+04,4.200000000000000000e+01,2.813440700000000000e+07,1.130000000000000000e+02
3.170000000000000000e+02,5.000000000000000000e+00,6.500000000000000000e+00,2.000000000000000000e+03,1.180000000000000000e+02,4.884900000000000000e+04,4.100000000000000000e+01,5.000000000000000000e+00,3.100000000000000089e+00,2.000000000000000000e+00,4.400000000000000000e+01,6.400000000000000000e+01,1.595400000000000000e+05,6.600000000000000000e+01,4.400446000000000000e+07,1.080000000000000000e+02
3.270000000000000000e+02,6.000000000000000000e+00,6.599999999999999645e+00,2.000000000000000000e+03,1.150000000000000000e+02,4.724000000000000000e+03,8.600000000000000000e+01,6.900000000000000355e+00,3.700000000000000178e+00,0.000000000000000000e+00,7.600000000000000000e+01,1.200000000000000000e+01,1.782800000000000000e+04,7.900000000000000000e+01,3.768098100000000000e+07,8.800000000000000000e+01
1.810000000000000000e+02,6.000000000000000000e+00,5.700000000000000178e+00,2.000000000000000000e+03,1.170000000000000000e+02,2.551900000000000000e+04,1.600000000000000000e+01,3.899999999999999911e+00,2.899999999999999911e+00,2.000000000000000000e+00,1.300000000000000000e+01,6.700000000000000000e+01,2.657000000000000000e+04,3.600000000000000000e+01,2.945892800000000000e+07,8.000000000000000000e+01
